,id,text,label,misogyny_category,target
1929,2428,"¿Cómo? ¿llorándole? ¿intentando hacerle un chantaje emocional? ¡soy tu hermano mayor así que cállate la puta boca y obedece! -ups, se le escapó- https://t.co/hClZKow755",0,0,0
1413,3285,@Ceci_fer21 q buena puta chica Argentina humm dos grandes pollas para follar tu coño y tu boca https://t.co/Ycf04nJUDj,1,sexual_harassment,active
1360,1683,"Y en que quedó lo del acoso, violación y etcéteras de hace 2 semanas? Se hizo denuncia a la policía? O todo se fue en el timeline como siempre? Si alguien me actualiza porf!!! 🧐",0,0,0
2460,522,@ValenARG_tina Sii bb comemela t la meto hasta la garganta y que no puedas respurar por unos segundos,1,sexual_harassment,active
2862,1248,Miguel por favor cállate de una puta vez,0,0,0
2294,625,Nombre a buena perra hora se le ocurre a mi hermano mayor enseñarle a manejar a mi otro hermano:( adiós mundo cruel,0,0,0
2355,2624,Leandro groffoy la re concha de tu puta madre mereces morirte por pelotudo,0,0,0
1445,1757,"@Mzavalagc Pinche-perra asesina de los niños de la guarderia abc.vete tu eres la peor delincuente, corrupta ratera, asesina , mierda, chorrillo, de la mierda llamada calderrata y de todos los- delincuentes quevte rodean-solo- caca- tienes en tu asqueroso ",1,discredit,active
2750,1698,Buscate una limpia y delgada que gorda y guarra se te hara. (Consejo para el que quiere casarse),1,stereotype,passive
2592,2196,@Martinpdisalvo tu eres lo mejor que le paso a la humanidad pero eres lo peor que le paso a el hijo de puta de yao camierda porque porque somos la coscu army y el ojete a viral le vamos a romper,0,0,0
498,2460,@fdeaaaaa Te merecés no tener orgasmos nunca más en tu vida hijo de puta,0,0,0
1015,2546,movimiento naran CÁLLATE EL HOCICO HIJO DE TU PUTA MADRE OTRO MEME COMO ESOS Y TE VOY A AGARRAR A VERGAZOS,0,0,0
1658,1881,*Hola! Tu eres la ex de mi novio? *Si Hola!!! *te tengo un regalo !! *awn que es?? *comida para perros! PERRA https://t.co/NREpkqDFwB,1,discredit,active
2648,460,"@Zurine3 Joder, menuda escoria de persona, ¿no? ¿Cómo narices se puede ir así por la vida? Vomito...",0,0,0
1412,1826,"@cirovitale__ yo se q soy la persona indicada para estos momentos, no te lo mereces, pero sos mi hermano hijo de mil puta, ahi t hablo",0,0,0
447,3172,@CGurisattiNTN24 @n3l4cli El Presidente manda tu eres una sirvienta y eso te duele eres resentida. Tienes un problema desde tu niñez.,1,discredit,active
3034,268,Que guarra tienes que ser en el catre — Cuando quiero con quien quiero https://t.co/nBUSE7ejJb,0,0,0
1468,2016,Le tuve que enseñar mi Whatsapp al técnico de AT&T y ahora sabe que soy puta,0,0,0
1757,2112,"@auronplay Tú eres subnormal, ya te dije que ni puta gracia.",0,0,0
1572,708,Aborto de ardilla — Jaja callate aborto de perra sarnosa https://t.co/tHql0k8kpc,1,discredit,active
2013,1675,@JesusSanchezJi4 Solo hago lo q me enseñaron Ser una #puta,0,0,0
2849,272,"@anaisbernal Yo estoy convencida de que todas las tonterías que dice son premeditadas, para llamar la atención y que no nos olvidemos de ella. Es imposible que sea ta tonta!!",1,discredit,active
2111,2254,"No te mereces vivir, no te mereces nada de lo que tienes. Eres una puta mierda andante...Siempre has sido una toxica y lo serás... — No sé porque me decís cosas que ya sé. Y lo peor no sé porque me lo decís en anónimo. https://t.co/bghgNRnpfe",1,discredit,active
128,624,@alvaroflaherty1 Vos callate que tu perra rompe vasos,1,discredit,active
2675,1934,"@perraysex Solo a un ladito, en cuatro, penetrarte como te mereces puta, perra divina, la más zorra! Y después voltearte y echarte la leche en la garganta, casi sin poder respirar, que llores y goces mientras sientes la leche caliente bajando por tu garga",1,sexual_harassment,active
985,36,Nada más vulgar y de mala educación entrar a mi casa y gritarme sin saber de que me habla. TE MERECES EL INFIERNO PERRA.,1,discredit,active
530,2440,flor vigna te mereces todo la puta madre,0,0,0
2318,782,@LaRetuerka @mivecinayyo @MonederoJC Tú eres un hijo de perra!!!,0,0,0
3197,899,A estás niñas no le enseñaron que uno puede ser “dama” y “perra” a la vez ...,0,0,0
785,2678,@ere_75 @marjorie_aj71 Así como tú eres maricón y puta tapiñada 🤣 tu obsesión solo produce risa.,1,discredit,active
2178,3020,No te veia del año... CÁLLATE CONCHETUMADRE FOME RECULIAO MUERETE LUEGO HIJO DE PUTA.,0,0,0
565,2423,@coronilhartmann @TarekWiliamSaab tu eres un angelito hijo hijo de la gran puta con ese apellido,0,0,0
2482,3208,@_ArianaBelen Jajajaja vos cállate puta.,1,dominance,active
1358,236,@blessjuxtin @justinvoc4ls @ovoxola PORQUE ESTAS OPINANDO SIN SABER SU PUTA HISTORA CALLATE YA,1,dominance,active
3089,1184,@AriiSayago Ay callate perra si siempre voy a tu casa bueno hiba porque hsce cuanto no voy jajajaj,0,0,0
1052,18,Bien joder una puta alegría!! Te lo mereces pequeña #OTGala9,0,0,0
8,381,"@CaraotaDigital Desde tocoron perra , tu eres culpable de esto",1,discredit,active
1382,654,"@ConElMazoDando Tú eres la perra entre las perras que hay. Perra inmunda, hedionda, malparida, puerca, ladrona, sucia, asesina, pecuecua!",1,discredit,active
2739,1998,"@garciabecerril Cállate perra, hasta el casino te controla",1,dominance,active
1492,2392,QUE haces con cc mogolica pili — Puta tomi callate https://t.co/1ceUx5zHuc,1,discredit,active
722,3255,Sé que no me conoces pero quería enseñarte la clase de zorra que es tu novia😃,1,discredit,active
2574,1113,"¿Qué dices, cerda? No puedo oirte con mi polla en tu garganta ja ja ja ja ja https://t.co/zxa50ayGcX",1,sexual_harassment,active
2196,1977,"@As_TomasRoncero @diarioas Pero cállate hijo de la gran puta,si no te van a invitar a 'el faro' antes te tirarian por la Bahía con lastre al cuello...payaso",0,0,0
2613,662,"Que te vv mi puta vida, cállate, alejate ptm",0,0,0
2805,1334,"yo; esto esta para mandar a captura bizarra valentina; no callate yo te mato, esto no sale de vos mi perra y mi familia JAJAJAJAJAJAJA LA AMO LA AMO",1,stereotype,active
869,844,hasta la polla que pongáis en las noticias PRESUNTA violacion os tiraba una piedra,0,0,0
2137,2077,@FunesCartagena Cállate serote vos ya no sos de aqui podrías en ese país hijo de puta,0,0,0
777,1564,@EsperancitaUrib @iCharly_Co @Marianiniecheve Cállate perra hppp mamerta,1,sexual_harassment,active
2982,850,-¿cual es el vehículo de una mujer? -la aspiradora.,0,0,0
1636,2271,"Si llamas “así” a tu mujer es normal que pase de tu puta cara. Y si encima te enfadas tú, tienes un problema bastante gordo. Pobre mujer. #muñecachonda",0,0,0
1789,2701,@pnique @Pablo_Iglesias_ Callate de una puta vez gilipollas a ti que cojones te importa lafgate para tu pais y dejanos en paz a la puta calle,0,0,0
2443,1081,@BeeluArzola Sos una hija de puta mala.madre pobre ángel todo x una tablet perra mal parida no te mereces nada vos presa tenes que ir no al sicólogo .,1,discredit,active
69,1183,Nunca pensé que un capitulo de Dr. House me iba a hacer llorar tanto 💔 Amber eras una perra pero no merecías eso 😞,1,discredit,active
1682,329,@SoleOchoa15 ammmmmmmm vos sabes que no me gusta nadie callate perra,1,dominance,active
2928,971,Y tú eres una perra como dice Joss Stone https://t.co/cDRan4DaSa,1,discredit,active
976,969,@GustavoBruzone No digas tonterías. HAY QUE DEFENDER A LOS JUBILADOS DE EDTOS REPRESORES PROVOCSDORES SINIESTROS HIJOS DR PUTA,0,0,0
2127,2536,"Fui buena con un montón de personas que no se lo merecian, a partir de hoy voy a ser mucho más hija de puta con todos",0,0,0
2570,403,Eres la vieja mas osicona y zorra del mundo que no te mereces andar con mi amigo,1,discredit,active
2898,2274,@_alejandra_mm_ puta hetero que te calles,1,discredit,active
443,2387,“Mi novia es sevillista y es una puta más”: el polémico cántico del portero del Betis https://t.co/nwWUJuZtqO https://t.co/Ba5fcySx7L,1,discredit,active
2760,2619,"@JuezLopezMDP Traidor hijo de puta¡¡, carcel comun te mereces basura¡¡, sos una lakra, Timmerman¡¡",0,0,0
272,3152,@ash_london CÁLLATE LA PUTA BOCA ESTUPIDA DEJA DE ROMPER LAS PELOTAS,1,dominance,active
1989,1731,Hay que ser tonto para poner el tuit de la bomba con la foto del niño con la polla en la cara un mashup de baneos,0,0,0
2397,468,Cuando Albiol deje la política le pueden contratar como director de Okdiario porque lo de inventarse cosas y difamar se le da de puta madre.,0,0,0
615,1635,@PaleKinga Comemela tú a mi a ver si acabas algún día,0,0,0
1136,2023,@Relatofeminista Hasta el coño xD,0,0,0
2034,421,Porque la reportera es Satanás? La zorra de la novia es 😑 https://t.co/NfgNX973WA,1,discredit,active
1150,874,Mi perra rompió las pelotas toda la madrugada y ahora que me levanté está callada que perra hija de puta a quien habrá salido,0,0,0
2951,653,"@LeticiaDolera El arte de la vida es aprender y enseñar y seguir aprendiendo,para seguir enseñando......",0,0,0
693,3230,Te mereces todo lo mejor Pero no en esta Vida pinche puta.,1,discredit,active
1617,2203,@TuestyGam3r @HappyLittleToad QUE APRENDAS A ESCRIBIR HIJO DE LA GRAN PUTA CÁLLATE YA COÑO,0,0,0
1198,2173,Aca enseñandole a mi hermanito como comer una costillita😂 la cara de asco con la q m miraba la puta madre JAJAJAJA,0,0,0
3154,445,"@Aprosex @anagailo1 @DoctoraGlas @TowandaRebels De su coño moreno, y todo por no mirar el puto estudio de la UNODC para Europa.",1,sexual_harassment,active
570,752,"Tengo el Twitter de Celeste en mi celular y yo no puedo creer que con poner 'Milton callate' se llene de favs, la puta madre",0,0,0
1861,2710,"Esta chica es hermosa la sigo y la dejo de seguir y no me sigue , que hija de puta",1,discredit,active
1950,2899,@Edrick_ntz Tú eres mi puta.,1,dominance,active
2679,2666,"@Rafa_Hernando @cope_almeria Venga hombre!, callate la puta boca que ofendes con estos Santos cojones que tenéis.",0,0,0
2892,2232,@lokeiron @salazar29paty No sabes una puta mierda de mi.... asi que callate el hocico.,1,dominance,active
2248,182,No entiendo por qué no te gusta mi perra si tú eres más perra q ella,1,discredit,active
19,2791,"@tonialba te refieres a que como tu eres nacido de una puta,te da rabia que los demás no lo sean.Desde luego tienes cara de no haber conocido a tu padre.Mamarracho,cerdo,unineuronal,subnormal,patetico hijo de la gran puta y feo el cabron",0,0,0
537,1541,"@Maritza05484697 TÚ eres la super RE QUE IDIOTA ¡¡DIOS TE MALDIGA Y TE DESTRUYA ERES GRAN MIERDA PENDEJA PUTA JODIDA DEL RE PUTO MIERDA GOBIERNO, DIOS MALDIGA Y MANDE AL INFIERNO A TODOS LOS QUE FIRMARON ESA PUTA LEY, DIOS TE LLENE EL CULO DE CÁNCER RE MI",1,discredit,active
2724,1706,"@mlalanda @NoInvisibles @nichkle89_klein @lanuevaespana A ver, con Franco eso no pasaba porque en lugar de curarte (si al medico de turno además de su sueldo no le pagabas la consulta) te dejaba morir de pulmonía y el año que siguiente ya no te volvías a ",0,0,0
476,2011,@anaisbernal @EmswilerLluci @20m Son escoria y la gente les vota.. Panda de borregos,0,0,0
2447,1800,'perra' 'sucia' 'pura' 'Shawn es mucho para vos' 'no mereces a Shawn' PERO QUIEN CARAJO TE CREES QUE SOS PARA DECIDIR SI LO MERECE O NO? QUIEN SOS PARA INSULTARLA? Hacen quedar mal al Fandom por que son unas inmaduras del orto,1,discredit,passive
627,1981,Una tía no es una guarra por hacer una foto de su culo y tú eres un puto nazi que no sé qué hace respirando. https://t.co/Frx1dv3VsN,1,discredit,active
2488,1,Módulo 01 Invitados Directivos del Sindicato 'Mariano Otero' Tema: 'Mobbing o Acoso Laboral y Violacion a... https://t.co/xyHv9Inct3,0,0,0
861,1025,"@exitosape Que tal hija de puta está perra, para ir de acusete con un superior e infringiendo la ley.",1,discredit,active
2087,1947,elcejass__ comemela pija de canto bujarrilla✌✌no vead pa poner la voz tuya de. Drakuin es… https://t.co/INGPjK7krs,0,0,0
460,580,@Ainsuca @Camilochaparro_ @DanielSamperO «El mejor y la mejor amigo o amiga del hombreo la mujer es el perro o la perra»,0,0,0
1684,520,@_omarm58 Callate Perra. Toda con el nopal en la frente 😂🙄,1,dominance,active
1560,276,Es lo que se merecía la perra esa. https://t.co/fTgIlxbnRU,1,discredit,active
2609,833,Hoy @ArandinaCF clama contra el #abusosexual tras el caso de los ex jugadores del club. #sucesos #Arandina https://t.co/yyg9ASxWlQ,0,0,0
1753,503,@reuvenmx Ya càllate hijo de tu puta perra madre a nadie le importa culero!,0,0,0
2289,1328,El juez cita a declarar a la menor que denunció abusos por parte de jugadores de la #Arandina https://t.co/vD92Mxs04Q https://t.co/kbTiYIpwol,0,0,0
2395,1647,@psychodelay Dice Andres que te calles maldita perra,1,stereotype,active
3086,502,@JorgeUrielPeal2 @JAIMEXELPINGU7 @YixGamingXD @leandronahuelv5 @AdairGT Tu eres solo mia zorra >:'v💔,1,dominance,active
2435,418,Mira si no te pego una ostia en la cara es porq tengo educación,0,0,0
3001,3240,Callate por zorra le dice Damián jajajaja,1,discredit,active
2044,2806,@bysTaXx Let's go with all the videos No se si escribi biennial no y the parces a yordi el ninio polla y no solo en la Cara 😏😏😏😏😏,0,0,0
1574,1115,No te pego un sillazo en la cara por respeto a la silla... https://t.co/EVIWYHR67A,0,0,0
2485,792,@alejandrapl12 @manuelzr Perra muerta de hambre vos cállate ese ladro de juanrobando no es el presidente de honduras,1,dominance,active
3212,3173,@juliesart0rio JAJAJAJAJAJA cállate puta,1,dominance,active
3,2807,Quien coño esta votando me cago en la puta os merecéis un machete en la tráquea siempre fiel a las lentejas cabrones https://t.co/ifqcSLX3qi,0,0,0
2342,490,"@FaunaFeminazi Gracias, gracias!",0,0,0
756,1039,Y a mercurio? Cuando acabe con la luna,0,0,0
2409,3100,"@FaustoCoboM3 @Expresoec @MashiRafael Cállate viejo odiador , escoria como tú ha tenido al país en la miseria por décadas , lo único bueno es que ya estás viejo y estás más cerca del infierno que nunca",0,0,0
1178,2823,"@YVONNEDELATORRE @irenegaro @EPN @t2xmx @lopezdoriga Ya callate puta que no te hartas de escribir estupideces? Prostituta del sistema, viejita de mierda.",1,discredit,active
2082,2419,¿Que es lo último que se oyo en el Titanic? -!!!NO LE DEJES EL TIMON A ELLA ¡¡¡,1,stereotype,passive
2864,1560,DÉJATE DE WEBIAR ZORRA MAL PARIDA YO NO TE TIRO WEAS VKOOK EN LA CARA MARIA JAVIERA TE VOY A SACAR LA CTM https://t.co/ofEH8W3Gor,1,discredit,active
138,2810,"No es a huevo venir con tus tops y enseñando en el gym pinche puta, vine a entrenar no a saber de qué manera te la puedo meter.",1,discredit,active
1612,2406,– Querer es poder. – Entonces puedo que te calles la puta boca.,0,0,0
3091,197,"Se me olvido mi perra tarjeta, pero lo bueno de ser mujer es que en realidad no la necesito ¡Viva el heteropatriarcado opresor! ¡Vivaaa!",0,0,0
813,3113,"@sehzadeselim_mx ¿Acoso no estoy yo aquí para darte amor, fuerza y comprensión? Tú eres el que voltea a otra parte, sí puedes evitarlo, hazlo. #VentaneandoOtomano",0,0,0
1420,1286,-¿En que se parecen las mujeres a los delfines? -en que se cree que tienen inteligencia pero no se ha demostrado aun.,1,stereotype,passive
3068,1384,Russell Simmons recibe nueve denuncias más por violación y acoso sexual https://t.co/41y1DLKAYI,0,0,0
2897,2425,"@izargorri93 @A3Noticias Tú lo lo único que te mereces es lo que comes, puta bafofia, a parte igual también dos ostias, a ver si espabilas.",1,discredit,active
2393,1204,"@cxwww @anaisbernal Sigo pensando lo mismo. Enseñar a las mujeres a pelear no acabará con el machismo y la violencia. Hay que acabar con el machismo desde la política y la educación y, empoderar a las mujeres para que estén en política",0,0,0
307,898,Detienen a tres #jugadores de la #Arandina por presuntos #abusossexuales a una #menor https://t.co/vgkgFox4a5 #movimientojupsin #gentejupsin NO al #acoso,0,0,0
2847,2035,KAMIIIIIIIIGAAAAAA TU ERES LA AMIGA QUE SE METE LAS POLLAS DOBLÁS EN EL COOOOOOÑOOOOOOO ZORRA VETE A TOMAR POR CULOOOOO PEAZO PUTA ANDA ZORRAAAAA *i sing it like Camina*,1,discredit,active
177,3121,@VicenteFoxQue @JoseAMeadeK. Porque no te vas mucho A chingar a t uu puta madre perroo mereces morir,0,0,0
438,1212,"'También te estresa todo hermana' y bueno gil, callate la puta madre",1,sexual_harassment,passive
2507,2409,"No sé qué tan cierto sea eso de 'tenes lo que mereces', conozco mucha gente de la gran puta que tiene como pareja un enorme sorete, así que algo no anda bien con la frasecita eh",0,0,0
